id,old_name,new_name
6355,"Jayaprakash (J.P.) Nagar, Cauvery Nagar",Cauvery Nagar - Jayaprakash (J.P.) Nagar
6369,"OLH Colony, Elackad",Elackad - OLH Colony
15763,"Elampally, Neyyattusserry",Neyyattusserry - Elampally
22115,"Edalipparakudy Tribal Settlement, Edamalakudy",Edamalakudy - Edalipparakudy Tribal Settlement
25816,"Ambalapadykudy Tribal Settlement, Edamalakudy",Edamalakudy - Ambalapadykudy Tribal Settlement
26661,"2/B Gammanaya, Hurigaswewa",Hurigaswewa - 2/B Gammanaya
30737,"ayyanthole, punkunnam village office",punkunnam village office - ayyanthole
30932,"APSRTC Bus Station , Puttur",Puttur - APSRTC
30960,"Bus Terminal, Kakkanad",Kakkanad - Bus Terminal
30985,"TNSTC Bus Stand , Kallakurichi",Kallakurichi - TNSTC
31037,"Kerala State Road Transport Corperation, Mananthavadi",Mananthavadi - Kerala State Road Transport Corperation
31103,"Mukkadamukku, Chavara",Chavara - Mukkadamukku
31105,"Vazhayilmukku, Chavara",Chavara - Vazhayilmukku
31169,"KSRTC BUS STAND, KOOTHATUKULAM",KOOTHATUKULAM - KSRTC
31226,"Waiting shed, Pazhayidom",Pazhayidom - Waiting shed
31258,"Koyil Vazhi bus stand, Tiruppur",Tiruppur - Koyil Vazhi
31279,"KSRTC Bus Stand, Urdigere",Urdigere - KSRTC
31286,"APSRTC Bus Station , Palamaneru",Palamaneru - APSRTC
31287,"APSRTC Bus Station , Chittoor",Chittoor - APSRTC
31288,"APSRTC Bus Station , Punganur",Punganur - APSRTC
31289,"APSRTC Bus Station , Kuppam",Kuppam - APSRTC
31290,"APSRTC Bus Station , Venkatagiri Kota",Venkatagiri Kota - APSRTC
31291,"APSRTC Bus Station , Kanipakam",Kanipakam - APSRTC
31293,"APSRTC Bus Station , Pichchatur",Pichchatur - APSRTC
31294,"APSRTC Bus Station , Nagalapuram",Nagalapuram - APSRTC
31296,"APSRTC Bus Station , Satyavedu",Satyavedu - APSRTC
31298,"APSRTC Bus Station , Pakala",Pakala - APSRTC
31312,"Madhavarm APSRTC , TNSTC Bus Terminus",TNSTC Bus Terminus - Madhavarm APSRTC
31319,"TNSTC Tanthiperiyar Bus Depot , Tiruvannamalai",Tiruvannamalai - TNSTC Tanthiperiyar Bus Depot
31320,"TNSTC Bus Depot , Tiruvannamalai",Tiruvannamalai - TNSTC Bus Depot
31436,"TNSTC Bus Depot , Palani",Palani - TNSTC Bus Depot
31437,"M.G.R Mattuthavani Bus Stand , Madurai",Madurai - Mattuthavani
31438,"Periyar Bus Stand , Madurai",Madurai - Periyar
31599,"Kerala State Road Transport Cooperation Bus Depot, Ponkunnam",Ponkunnam - Kerala State Road Transport Cooperation Bus Depot
31612,"Private Bus Station, Kottarakkara",Kottarakkara - Private
31616,"IGBT Bus Stand, Manjeri",Manjeri - IGBT
31617,"New Bus Stand, Manjeri",Manjeri - New
31643,"Kerala State Road Transport Cooperation Bus Station, Irinjalakuda",Irinjalakuda - Kerala State Road Transport Cooperation
31769,"Kerala State Road Transport Corporation, Perumbavoor",Perumbavoor - Kerala State Road Transport Corporation
31810,"Private Bus Stand, North Paravur",North Paravur - Private
31826,"KSRTC BUS STATION, PIRAVOM",PIRAVOM - KSRTC
31850,"Private Bus Stand,Perumbavoor",Perumbavoor - Private
31851,"Muncipal Bus Stand,Thankalam",Thankalam - Muncipal
31897,"Paruthumpara Bus stop towards Njaliyakuzhy, Changanassery",Changanassery - Paruthumpara Bus stop towards Njaliyakuzhy
31908,"Pothukal Bus Station, Pothukal",Pothukal - Pothukal
32006,"Private Bus Stand, Koothattukulam",Koothattukulam - Private
32007,"KSRTC Bus Stand, Koothattukulam",Koothattukulam - KSRTC
32008,"Kerala State Road Transport Corporation, Kacheri, Attingal","Kacheri, Attingal - Kerala State Road Transport Corporation"
32009,"Private bus stand, kacheri jn",kacheri jn - Private
32011,"Koyil vazhi bus stand, Tiruppur",Tiruppur - Koyil vazhi
32012,"New Bus Stand, Tiruppur",Tiruppur - New
32017,"Jose Thomas Padinjarekkara Private Bus Terminal, Kottaramattam, Palai","Kottaramattam, Palai - Jose Thomas Padinjarekkara Private Bus Terminal"
32063,"Bus Terminal 2, 2A",2A - Bus Terminal 2
32074,"Kerala State Road Transport Corporation Bus Stand, Munnar",Munnar - Kerala State Road Transport Corporation
32084,"Annai Indira Gandhi Bus Stand, Karumandurai",Karumandurai - Annai Indira Gandhi
32786,"Central Government Officers Quarters, General Pool Accomodation",General Pool Accomodation - Central Government Officers Quarters
33348,"Nettithozhu,Kochera",Kochera - Nettithozhu
33526,"AECS Layout, A block",A block - AECS Layout
33850,"Pallippuram, Karambathur P O",Karambathur P O - Pallippuram
34022,"Aasharimukku,amarap.o",amarap.o - Aasharimukku
34023,"Thottikada, Upputhode",Upputhode - Thottikada
34033,"Gouri city, Upputhode",Upputhode - Gouri city
34213,"Pallikkamarup,  Edakkulam",Edakkulam - Pallikkamarup
34214,"Kulikadavunkal, Punnasheripadi",Punnasheripadi - Kulikadavunkal
34258,"Kalathil Tribal Colony, Madakkimala",Madakkimala - Kalathil Tribal Colony
34259,"Mangalamkunn Tribal Colony, Panangandi",Panangandi - Mangalamkunn Tribal Colony
34261,"Pandyattvayal Tribal Colony, Kariambadi",Kariambadi - Pandyattvayal Tribal Colony
34262,"Koraladi Tribal Colony, Kolavayal",Kolavayal - Koraladi Tribal Colony
34263,"Njanummel Tribal colony, Kolavayal",Kolavayal - Njanummel Tribal colony
34265,"Moothimoola Kuruma Colony, Kariyambadi",Kariyambadi - Moothimoola Kuruma Colony
34266,"Thottamkolli Tribal Colony, Kuppadi",Kuppadi - Thottamkolli Tribal Colony
34267,"Thottamkolli Tribal Colony, Kuppadi",Kuppadi - Thottamkolli Tribal Colony
34268,"Shastri Nagar Tribal Colony, Aalamdhatta",Aalamdhatta - Shastri Nagar Tribal Colony
34271,"Oorapakk Kunn Tribal Colony, Vazhavatta",Vazhavatta - Oorapakk Kunn Tribal Colony
34272,"Naikollikunn Tribal Colony, Pakkam",Pakkam - Naikollikunn Tribal Colony
34273,"Naikollikunn Kuruma Colony, Pakkam",Pakkam - Naikollikunn Kuruma Colony
34274,"Unnikkan Tribal Colony, Pakkam",Pakkam - Unnikkan Tribal Colony
34275,"Palakattkunn tribal Colony, Pakkam",Pakkam - Palakattkunn tribal Colony
34276,"Kaippadam Tribal Colony, Variad",Variad - Kaippadam Tribal Colony
34277,"Theneri Kuruma Colony, Theneri",Theneri - Theneri Kuruma Colony
34278,"Bharathan Colony, Theneri",Theneri - Bharathan Colony
34279,"Malakkad Kuruma Colony, Pakyanikunn",Pakyanikunn - Malakkad Kuruma Colony
34280,"Malakkad tribal Colony, Pakyanikunn",Pakyanikunn - Malakkad tribal Colony
34301,"Banashankari 6th Stage, 11th Block",11th Block - Banashankari 6th Stage
34329,"Ministry of Communications Employees Co-operative Housing Society, 6th Phase",6th Phase - Ministry of Communications Employees Co-operative Housing Society
34346,"Colony, Manhappatta",Manhappatta - Colony
34359,"Kalmparambu Colony, Naduvattom",Naduvattom - Kalmparambu Colony
34361,"Mythri Colony, Kuttippuram",Kuttippuram - Mythri Colony
34367,"Kubara Colony, Nagaparambu",Nagaparambu - Kubara Colony
34427,"Colony, Pizhaku",Pizhaku - Colony
34428,"Colony, Veliayath",Veliayath - Colony
34429,"Colony, Kudampidi",Kudampidi - Colony
34430,"Colony, Elivali",Elivali - Colony
34470,"Puzhamkuni Tribal Colony, Vazhavatta",Vazhavatta - Puzhamkuni Tribal Colony
34471,"Kallupadi Kuruma Colony, Kallupadi",Kallupadi - Kallupadi Kuruma Colony
34473,"Aavilatt Tribal Colony, Karingannikunn",Karingannikunn - Aavilatt Tribal Colony
34474,"4 cent Colony, Karingannikunn",Karingannikunn - 4 cent Colony
34476,"Alakunn Colony, Karinganikunn",Karinganikunn - Alakunn Colony
34477,"Kudalmoola Colony, Kolavayal",Kolavayal - Kudalmoola Colony
34478,"Tazhe Kozhimoola Tribal Colony, Kolavayal",Kolavayal - Tazhe Kozhimoola Tribal Colony
34479,"Thazhe Njanummal Colony, Kolavayal",Kolavayal - Thazhe Njanummal Colony
34490,"Ittiyarmala Colony,Kalamboor",Kalamboor - Ittiyarmala Colony
34496,"Colony, Mundakkutti",Mundakkutti - Colony
34544,"Vengoor, Ambedkar Colony",Ambedkar Colony - Vengoor
34633,"Lakshamveed Colony, Kundlikkad",Kundlikkad - Lakshamveed Colony
34746,"Colony , Thuvvur",Thuvvur - Colony
34747,"Colony , Thuvvur",Thuvvur - Colony
34748,"Colony , Thuvvur",Thuvvur - Colony
34749,"Colony , Thuvvur",Thuvvur - Colony
34750,"Colony , Thuvvur",Thuvvur - Colony
34751,"Colony , Thuvvur",Thuvvur - Colony
34752,"Colony , Thuvvur",Thuvvur - Colony
34753,"Makarakunn Colony , Thuvvur",Thuvvur - Makarakunn Colony
34754,"Colony , Thuvvur",Thuvvur - Colony
34755,"Colony , Thuvvur",Thuvvur - Colony
34756,"Colony , Thuvvur",Thuvvur - Colony
34757,"Colony , Thuvvur",Thuvvur - Colony
34759,"Colony , Thuvvur",Thuvvur - Colony
34896,"Kottayam Colony, Vandaikkal",Vandaikkal - Kottayam Colony
34925,"Girijan Colony, Chokkad",Chokkad - Girijan Colony
34945,"Ambedkar Colony, Puducode",Puducode - Ambedkar Colony
34951,"Lakshamveedu Colony, Pattoola",Pattoola - Lakshamveedu Colony
34959,"Oravankunnu Colony, Oravankunnu",Oravankunnu - Oravankunnu Colony
34960,"Chokkad Colony, Chokkad",Chokkad - Chokkad Colony
35014,"Lakshamveed Colony,Kattumulla",Kattumulla - Lakshamveed Colony
35095,"Lakshamveed Colony, Mallamballa",Mallamballa - Lakshamveed Colony
35101,"Michabhoomi Colony, Ponthiyampuram",Ponthiyampuram - Michabhoomi Colony
35125,"Lakshamveed Colony, Mundampokk",Mundampokk - Lakshamveed Colony
35145,"Jawahar Colony, Achickal",Achickal - Jawahar Colony
35147,"IHDP Colony, Achickal",Achickal - IHDP Colony
35165,"SC Colony, Choondacherry",Choondacherry - SC Colony
36070,"Chungam, Paplassery",Paplassery - Chungam
36811,"Krishna Nagar, Periyar Road",Periyar Road - Krishna Nagar
36835,"D Silva Layout , Happy Valley",Happy Valley - D Silva Layout
37094,"Colony, Valiyakunnu",Valiyakunnu - Colony
37095,"Colony, Valiyakunnu, Attingal","Valiyakunnu, Attingal - Colony"
37096,"Colony, Valiyakunnu",Valiyakunnu - Colony
37108,"Panayil Colony, Ambalamukku, Attingal","Ambalamukku, Attingal - Panayil Colony"
37109,"Colony, Seevelikonam",Seevelikonam - Colony
37111,"Colony, Kottiyodu",Kottiyodu - Colony
37115,"Areekkakunnu Leksham Veedu Colony, Pravithanam",Pravithanam - Areekkakunnu Leksham Veedu Colony
37121,"Jayaprakash (J.P.) Nagar, Cauvery Nagar",Cauvery Nagar - Jayaprakash (J.P.) Nagar
37135,"OLH Colony, Elackad",Elackad - OLH Colony
47229,"Elampally, Neyyattusserry",Neyyattusserry - Elampally
53581,"Edalipparakudy Tribal Settlement, Edamalakudy",Edamalakudy - Edalipparakudy Tribal Settlement
57282,"Ambalapadykudy Tribal Settlement, Edamalakudy",Edamalakudy - Ambalapadykudy Tribal Settlement
58127,"2/B Gammanaya, Hurigaswewa",Hurigaswewa - 2/B Gammanaya
62203,"ayyanthole, punkunnam village office",punkunnam village office - ayyanthole
