name,district,latitude,longitude,type
Periyanāyanārvayal,Tamil Nadu,10.08478,78.9289892,village
Periyapalayam,Tamil Nadu,13.3094056,80.0474138,village
Periyapallipalayam,Tamil Nadu,10.9923817,78.18017,village
Periyapanaparai,Tamil Nadu,12.6885949,78.9612508,village
Periyapanicheri,Tamil Nadu,13.0124023,80.1336128,village
Periyapati,Tamil Nadu,12.2527921,78.1967742,village
Periyapatna,Tamil Nadu,12.3372494,76.0988013,town
Periyapattakadu,Tamil Nadu,11.0073342,79.1590433,village
Periyapatti,Tamil Nadu,11.2159662,78.1470787,village
Periyapatti,Tamil Nadu,10.6726697,78.462832,village
Periyapatty,Tamil Nadu,11.8044099,78.0185748,village
Periyapillaivalasai,Tamil Nadu,8.9910706,77.2533891,village
Periyaputteri,Tamil Nadu,12.6964031,80.0497556,village
Periyar,Tamil Nadu,11.437957,78.1874346,village
Periyar Bus Stand ; Madurai,Tamil Nadu,9.9160536,78.1111723,bus_stop
Periyar Nagar,Tamil Nadu,10.6751966,79.8397523,village
Periyar Nagar,Tamil Nadu,13.0099704,77.6121074,neighborhood
Periyar Nagar,Tamil Nadu,12.9434966,79.3252204,neighborhood
Periyar Paerundhu Nilaiyam,Tamil Nadu,9.9158118,78.1111126,bus_stop
Periyar Samathuvapuram,Tamil Nadu,11.0181471,78.2929999,village
Periyar nagar,Tamil Nadu,10.8917026,78.0984622,village
Periyar nagar H,Tamil Nadu,10.9527798,78.0435384,village
Periyarcolony,Tamil Nadu,10.8724939,79.3973206,village
Periyarkulam,Tamil Nadu,8.7768921,80.4995299,village
Periyarnagar,Tamil Nadu,10.8485649,78.6767054,village
Periyarnagar,Tamil Nadu,10.8693943,78.5621189,village
Periyarnagar,Tamil Nadu,11.4529318,77.7053041,village
Periyarnagar,Tamil Nadu,11.7032843,77.7023623,village
Periyarpuram,Tamil Nadu,10.67325,79.37879,village
Periyasamudram,Tamil Nadu,12.5040821,78.6314678,village
Periyasathapadi,Tamil Nadu,11.78677,77.96941,village
Periyasemur,Tamil Nadu,11.366551,77.6978494,town
Periyaswamipuram,Tamil Nadu,9.0490054,78.3226639,village
Periyatambiudaiyanpatti,Tamil Nadu,10.5207618,78.9219296,village
Periyathachur,Tamil Nadu,12.1081852,79.5268086,village
Periyathalai,Tamil Nadu,8.3369639,77.9744232,village
Periyathathur,Tamil Nadu,11.3315362,79.4124117,village
Periyathergukadu,Tamil Nadu,10.3423524,79.2484903,village
Periyathirukonam,Tamil Nadu,11.0661077,79.1679297,village
Periyathirumangalam,Tamil Nadu,10.8896136,77.7988738,village
Periyathottam pudur,Tamil Nadu,11.3518945,77.0641137,village
Periyathottam pudur,Tamil Nadu,11.35204,77.0640997,village
Periyathottipatty,Tamil Nadu,11.3908852,78.1447217,village
Periyathukurichi,Tamil Nadu,11.4091376,79.3535434,village
Periyavadagampatty,Tamil Nadu,11.8845137,78.1450645,village
Periyavadakkarai,Tamil Nadu,11.39108,78.82665,village
Periyavadugapatti,Tamil Nadu,11.0079054,78.0544281,village
Periyavalayam,Tamil Nadu,11.1969596,79.3889038,village
Periyavarsili,Tamil Nadu,10.857078,78.7993955,village
Periyaveeranam,Tamil Nadu,11.6826131,78.2154335,village
Periyavelakkuttai,Tamil Nadu,12.657381,78.6893177,village
Periyavengayapalli,Tamil Nadu,12.5123986,78.5937238,village
Periyavenmani,Tamil Nadu,11.2283416,79.0601444,village
Periyavilaan,Tamil Nadu,9.7843441,79.9852321,village
Periyavippedu,Tamil Nadu,12.6646562,80.0794744,village
Periyavirapattu,Tamil Nadu,12.681917,78.994832,village
Periyayettipatti,Tamil Nadu,12.7316308,78.9731812,village
Periyeri,Tamil Nadu,12.3461523,78.9038361,village
Periyeri,Tamil Nadu,12.3318414,78.8745774,village
Periyur,Tamil Nadu,11.2346294,78.1208829,village
Perjenahalli,Tamil Nadu,13.2078918,78.0064917,village
Pernampattu,Tamil Nadu,12.9366728,78.7187469,town
Pernumbut Bus Stand,Tamil Nadu,12.933465,78.7173635,bus_stop
Peroorchal,Tamil Nadu,9.3547885,76.7666782,village
Peroorkada KSRTC Depot,Tamil Nadu,8.5344891,76.9682542,bus_stop
Peroorkkada Bus Stand,Tamil Nadu,8.5345541,76.9679183,bus_stop
Peroormukku,Tamil Nadu,9.1653728,76.5285299,neighborhood
Peroorthodu,Tamil Nadu,9.4772409,76.8728285,village
Perugamani,Tamil Nadu,10.888044,78.5448646,village
Perugavalandan,Tamil Nadu,10.483996,79.4936792,town
Perukadampanur,Tamil Nadu,10.7933145,79.7963529,village
Perukavu,Tamil Nadu,8.4964276,77.0123788,neighborhood
Perukkarunai,Tamil Nadu,12.3898176,79.8711175,village
Perumablipatty,Tamil Nadu,11.3456209,78.09746,village
Perumachanahalli,Tamil Nadu,13.3447339,78.0182026,village
Perumade KTDC Guest House,Tamil Nadu,9.5775269,76.9859754,neighborhood
Perumagalur,Tamil Nadu,10.1859213,79.1954237,village
Perumagoundampalayam,Tamil Nadu,11.4369489,78.2433655,village
Perumakanahalli,Tamil Nadu,13.2318724,78.5060102,village
Perumakkanallur,Tamil Nadu,10.8587658,79.2042929,village
Perumakuppam,Tamil Nadu,13.0854816,78.9599606,village
Perumal Malai,Tamil Nadu,10.2656744,77.5451724,village
Perumal Puram,Tamil Nadu,13.1340548,80.0347414,neighborhood
Perumalagaram,Tamil Nadu,10.7652499,79.4974483,village
Perumalapalle,Tamil Nadu,13.2534738,78.892866,village
Perumalappavuru,Tamil Nadu,12.6422479,78.4684283,village
Perumalkoilnatham,Tamil Nadu,11.867578,77.680076,village
Perumalkovil,Tamil Nadu,11.0417831,79.5854866,village
Perumalkovil Natham,Tamil Nadu,10.54646,79.441685,village
Perumalla Khandriga,Tamil Nadu,13.1659468,79.147195,village
Perumallapalle,Tamil Nadu,13.411342,79.3055811,village
Perumallapalle Hw,Tamil Nadu,13.408613,79.3061659,village
Perumallapeta,Tamil Nadu,13.1662491,79.0422555,village
Perumalmalai Adivaram,Tamil Nadu,11.1518506,78.6275893,village
Perumalpalaiyam,Tamil Nadu,11.2107653,78.5828018,village
Perumalpalaiyam,Tamil Nadu,11.0083478,78.4436917,village
Perumalpalayam,Tamil Nadu,11.1205895,78.831868,village
Perumalpatti Colony,Tamil Nadu,10.8767392,78.1162518,village
Perumalpettai,Tamil Nadu,11.0593292,79.8544474,village
Perumalpuram,Tamil Nadu,8.2460636,77.519344,village
Perumalthangal,Tamil Nadu,12.78858,79.9634201,village
Perumalthevanpatti,Tamil Nadu,9.4615549,77.6300681,village
PerumamKandam,Tamil Nadu,9.9653412,76.7107553,village
Perumampalayam,Tamil Nadu,11.154821,78.070564,village
Perumampalayam,Tamil Nadu,11.317785,77.8379673,village
Perumampalayam East,Tamil Nadu,11.153616,78.0794631,village
Perumampatti,Tamil Nadu,10.694048,78.5706782,village
Perumampatty,Tamil Nadu,10.5528328,78.3802199,village
Perumanadu,Tamil Nadu,10.3795964,78.7424039,village
Perumanal,Tamil Nadu,8.1602159,77.6458015,village
Perumanallur,Tamil Nadu,11.2060748,77.3584622,village
Perumandi,Tamil Nadu,11.2787754,79.1501908,village
Perumangalam,Tamil Nadu,11.2027564,79.6765959,village
Perumangudi,Tamil Nadu,10.90998,79.27706,village
Perumannil Colony,Tamil Nadu,10.9499248,76.4571169,neighborhood
Perumannur,Tamil Nadu,10.7581619,76.1100541,village
Perumanur,Tamil Nadu,11.68139,78.21987,village
Perumapalayam,Tamil Nadu,11.25086,78.23016,village
Perumapalayam I ward hindu street,Tamil Nadu,11.6743323,78.30763,village
Perumapalayam III ward AD Street,Tamil Nadu,11.6710755,78.3137927,village
Perumaparappupatty,Tamil Nadu,11.2230654,78.3868725,village
Perumaruthur,Tamil Nadu,10.0670543,79.1098073,village
Perumathunallur,Tamil Nadu,12.7866552,80.0752085,village
Perumathur,Tamil Nadu,11.3401771,79.0201084,village
Perumathur Kudikadu,Tamil Nadu,11.3135015,79.0262322,village
Perumathura,Tamil Nadu,8.6222896,76.7970046,village
Perumazhai,Tamil Nadu,10.5519414,79.74038,village
Perumbakkam,Tamil Nadu,12.2202453,78.9945343,village
Perumbakkam Bus Depot,Tamil Nadu,12.8866626,80.2096881,bus_stop
Perumbalam,Tamil Nadu,9.8526538,76.362496,village
Perumbalam,Tamil Nadu,9.8462571,76.3591298,village
Perumbara,Tamil Nadu,9.6094013,76.7017016,village
Perumbara Colony,Tamil Nadu,10.8500966,76.4743911,neighborhood
Perumbavoor,Tamil Nadu,10.1147548,76.4778152,town
Perumbavoor KSRTC Bus Stand,Tamil Nadu,10.1106433,76.4828254,bus_stop
Perumbayil Colony,Tamil Nadu,10.7020485,76.5306632,neighborhood
Perumbedu,Tamil Nadu,13.3576349,80.2424233,village
Perumbugalur,Tamil Nadu,10.80414,79.62109,village
Perumdilapenta,Tamil Nadu,13.1272538,79.0052276,village
Perumkadavila,Tamil Nadu,8.44177,77.1115347,village
Perumkavu,Tamil Nadu,9.5675522,76.5746989,neighborhood
Perumkulam,Tamil Nadu,8.7289274,76.7104425,neighborhood
Perumon Lake (Ashtamudi),Tamil Nadu,8.9662758,76.6040059,neighborhood
Perumpanachy,Tamil Nadu,9.4785048,76.5822899,village
Perumpanai,Tamil Nadu,8.4060651,77.8466754,village
Perumparai,Tamil Nadu,10.295224,77.7304798,village
Perumpatty,Tamil Nadu,9.43074,76.7411717,neighborhood
Perumpayipady,Tamil Nadu,9.9424591,76.4717452,village
Perumpilavu,Tamil Nadu,10.6977519,76.0859858,village
Perumpuliyur,Tamil Nadu,10.89717,79.08901,village
Perumpuzha,Tamil Nadu,9.3778845,76.7791472,neighborhood
Perumpuzha,Tamil Nadu,8.9387887,76.6793056,neighborhood
Perumselvavilai,Tamil Nadu,8.1800797,77.3710699,village
Perumthoical Colony,Tamil Nadu,9.1147542,76.7939324,neighborhood
Perumughathu,Tamil Nadu,9.1600632,76.5116449,neighborhood
Perumāleri,Tamil Nadu,12.6079458,80.1538038,village
Perumānthāngal,Tamil Nadu,12.7341738,79.3418562,village
Perumāntāngal,Tamil Nadu,12.730396,79.3215894,village
Perunadu,Tamil Nadu,9.367741,76.85341,village
Perunagar,Tamil Nadu,12.6494306,79.6554284,village
Perunali,Tamil Nadu,9.236221,78.3183863,village
Perunavalur,Tamil Nadu,10.0933466,79.0107965,village
Peruncheri,Tamil Nadu,11.0359,79.6605234,village
Perundurai,Tamil Nadu,11.2764669,77.5836267,town
Perundurai Bus Stand,Tamil Nadu,11.2735376,77.5800152,bus_stop
Perungalam,Tamil Nadu,8.9955152,76.5978903,neighborhood
Perungalur,Tamil Nadu,10.4886875,78.9301479,village
Perunganur,Tamil Nadu,11.1196543,78.4196055,village
Perungapatty,Tamil Nadu,10.351476,78.7973054,village
Perungattur,Tamil Nadu,12.7486919,79.5353783,village
Perunghottuparamb Colony,Tamil Nadu,10.9419097,76.052962,neighborhood
Perunghottuparamb Colony,Tamil Nadu,10.9418872,76.0534646,neighborhood
Perungondanividuthy,Tamil Nadu,10.4493668,78.8981652,village
Perungudi,Tamil Nadu,10.299508,78.8289428,village
Perungudi,Tamil Nadu,10.82381,78.63949,village
Perungudipatti,Tamil Nadu,10.5247122,78.7452578,village
Perungudy,Tamil Nadu,10.8325087,79.3767732,village
Perungulam,Tamil Nadu,8.6411185,77.9976297,village
Perunijinai,Tamil Nadu,10.4191898,78.7590122,village
Perunila,Tamil Nadu,11.4922977,78.8706337,village
Perunkattūr,Tamil Nadu,12.5659991,78.9114046,village
Peruntandalam,Tamil Nadu,12.7034155,80.0620293,village
Perunthalakudi,Tamil Nadu,10.7185115,79.7424966,village
Perunthamarai,Tamil Nadu,10.0251882,79.00702,village
Perunthozhuvu,Tamil Nadu,11.046807,77.4329509,village
Perunthrakkudi,Tamil Nadu,10.7672068,79.5839096,village
Perunthuruthu,Tamil Nadu,9.6921463,76.4742078,village
Peruntottam,Tamil Nadu,11.1993149,79.8273682,village
Perur,Tamil Nadu,10.976406,76.9141784,town
Perur,Tamil Nadu,11.0152142,78.5229349,village
Perur,Tamil Nadu,10.8421751,78.6161199,village
Perur udayapatty,Tamil Nadu,10.8012255,78.4305368,village
Peruragraharam,Tamil Nadu,10.8431269,78.6106861,village
Peruva,Tamil Nadu,9.8276849,76.5011261,village
Peruvaka,Tamil Nadu,11.7896132,76.0130524,village
Peruvalanallur,Tamil Nadu,10.9210926,78.844757,village
Peruvalappur,Tamil Nadu,11.0160146,78.8717937,village
Peruvali,Tamil Nadu,12.6089091,78.9765501,village
Peruvamba,Tamil Nadu,10.7012577,76.6880927,village
Peruvanthanam,Tamil Nadu,9.5528013,76.9268244,village
Peruvidaimarudur,Tamil Nadu,10.5059148,79.517987,village
Peruvilai,Tamil Nadu,8.1818202,77.3933387,village
Peruvoyal,Tamil Nadu,13.3431605,80.1429873,village
Perāmpattu,Tamil Nadu,12.3798684,78.5924792,village
Pesalai,Tamil Nadu,9.0848413,79.8208927,town
Peshkar Kunnu,Tamil Nadu,8.565885,76.8890646,neighborhood
Peta Agraharam,Tamil Nadu,13.3494122,79.0821218,village
Petapalli,Tamil Nadu,13.3431487,79.0619087,village
Pethanachivayal,Tamil Nadu,10.2358994,79.2325457,village
Pethanadarpatti,Tamil Nadu,8.8933791,77.4090281,village
Pethanaickanur,Tamil Nadu,10.5772844,76.9747133,village
Pethanaikenpalayam,Tamil Nadu,11.6515414,78.5095256,village
Pethappampatti,Tamil Nadu,10.6776873,77.2157327,village
Pethavilankottagm,Tamil Nadu,10.4302635,79.4739884,village
Pethikuttai,Tamil Nadu,11.3676056,77.075057,village
Pethuparai,Tamil Nadu,10.2840616,77.5295949,village
Petite Ferme,Tamil Nadu,11.9934326,79.8379018,neighborhood
Petta Bus Stop,Tamil Nadu,9.9497576,76.3317962,bus_stop
Petta colony,Tamil Nadu,10.0124444,76.4375322,neighborhood
Pettaikulam,Tamil Nadu,8.3130253,77.8289723,village
Pettaikulam,Tamil Nadu,8.3122435,77.8285629,village
Pettakakunnu Colony,Tamil Nadu,9.6325704,76.5059524,neighborhood
Pettanahalli,Tamil Nadu,13.0504565,77.7917286,village
Pettanaickenpatty,Tamil Nadu,11.4743703,78.3675425,village
Pettandlahalli,Tamil Nadu,13.2457764,78.5012942,village
Pettavaithalai,Tamil Nadu,10.8994891,78.4929164,town
Pettivayal,Tamil Nadu,10.0875972,79.1798235,village
Petturu,Tamil Nadu,13.3643428,78.8165393,village
Peyadipatti,Tamil Nadu,10.5431501,79.150958,village
Peyal,Tamil Nadu,10.4375074,78.5905265,village
Peyanapalle,Tamil Nadu,13.1347853,79.1382716,village
Peyannagaripalle,Tamil Nadu,13.4509764,79.0289848,village
Peychavadi,Tamil Nadu,11.0806687,79.6466839,village
Pezhakkappilly,Tamil Nadu,10.0198565,76.5616964,village
Pezhumkad Colony,Tamil Nadu,10.7456648,76.5664048,neighborhood
Pezhumpara,Tamil Nadu,9.3408993,76.8520466,village
Philippakuttai,Tamil Nadu,11.4879141,78.3667528,village
Philomi Nagar,Tamil Nadu,8.5298479,78.1095873,village
Picchaguntrahalli,Tamil Nadu,12.9994154,77.8840099,village
Pichaguntarya Palya,Tamil Nadu,12.8045303,77.4222475,village
Pichakkattalai,Tamil Nadu,11.0861278,79.8061037,village
Pichanattam,Tamil Nadu,12.8335608,78.9424646,village
Pichandarkovil,Tamil Nadu,10.8775915,78.7080495,town
Pichanur,Tamil Nadu,10.8390619,76.8803666,village
Pichavaram,Tamil Nadu,11.4331053,79.7807079,village
Pichchaguntlahalli,Tamil Nadu,13.1465798,78.4487244,village
Pichchaguntlapalle,Tamil Nadu,13.1276028,78.6253175,village
Pichchahalli,Tamil Nadu,12.9902772,78.2801384,village
Pichchanpatti,Tamil Nadu,10.5096962,78.8156364,village
Pichchatur,Tamil Nadu,13.4004642,79.7412472,village
Pichchigundlapalle,Tamil Nadu,13.3347507,78.5850963,village
Pichhaguntrahalli,Tamil Nadu,12.8728173,78.0129491,village
Pidaampatti,Tamil Nadu,10.6947043,78.6979651,village
Pidaramangalam,Tamil Nadu,11.02418,78.2201899,village
Pidarampatti,Tamil Nadu,10.6872872,78.6372395,village
Pidarampatti,Tamil Nadu,10.4246767,78.7658357,village
Pidarapatti,Tamil Nadu,10.3700561,78.3266401,village
Pidarikkadu,Tamil Nadu,10.1814704,79.0957259,village
Pidaripatti,Tamil Nadu,11.3960128,78.1686392,village
Pidaripattu,Tamil Nadu,12.1348324,79.4999142,village
Pidariyur,Tamil Nadu,11.1935282,77.5938346,village
Pidavoor,Tamil Nadu,9.0756528,76.856848,neighborhood
Pihalli,Tamil Nadu,12.4567916,76.8546847,village
Pilakkanūr,Tamil Nadu,12.501694,78.8284921,village
Pilakkattiri,Tamil Nadu,10.7502949,76.1378878,village
Pilakkollaippatti,Tamil Nadu,10.6685894,78.9074403,village
Pilakudipatti,Tamil Nadu,10.3434177,78.7521457,village
Pilanchery,Tamil Nadu,10.9672528,79.419815,village
Pilapadugal,Tamil Nadu,11.3568977,79.7768354,village
Pilappatti,Tamil Nadu,10.3766837,78.9362955,village
Pilaviduthy,Tamil Nadu,10.4700986,79.127537,village
Pilichikulicolony,Tamil Nadu,11.1561105,79.3232387,village
Pilimisai,Tamil Nadu,11.1574373,79.0003079,village
Pilippatti,Tamil Nadu,10.5431712,78.631339,village
Pilivalam,Tamil Nadu,10.2808867,78.770535,village
Pillacity,Tamil Nadu,9.9669761,76.9130473,neighborhood
Pillaganahlli,Tamil Nadu,12.8472785,77.581898,neighborhood
Pillagumpe,Tamil Nadu,13.1119955,77.838515,village
Pillahalli,Tamil Nadu,12.2498478,76.7641577,village
Pillahalli,Tamil Nadu,13.1025289,77.4287996,village
Pillaikalathur,Tamil Nadu,11.1778521,78.0282571,village
Pillaikulam,Tamil Nadu,8.613054,77.580398,village
Pillaipakkam,Tamil Nadu,12.955867,79.9866106,village
Pillaipalayam colony,Tamil Nadu,11.2006945,79.4792698,village
Pillaipatti,Tamil Nadu,10.2982624,78.7627888,village
Pillaiperumalnallur,Tamil Nadu,11.0765186,79.8367812,village
Pillaiyarkottai,Tamil Nadu,12.7177748,78.9638042,village
Pillaiyarkulam,Tamil Nadu,8.8992601,77.6702769,village
Pillaiyarpatti,Tamil Nadu,10.1226416,78.6713377,bus_stop
Pillaiyarpatti,Tamil Nadu,10.7395709,79.0812621,village
Pillaiyarthidal,Tamil Nadu,10.0843783,79.224736,village
Pillaiyinan Kulam,Tamil Nadu,9.0236545,80.3378248,village
Pillakunte,Tamil Nadu,13.4063804,78.193547,village
Pillakurichi,Tamil Nadu,11.2200992,79.2525092,village
Pillamangalam,Tamil Nadu,10.1859478,78.6762285,village
Pillamangalam Alagapuri,Tamil Nadu,10.1814282,78.6673879,village
Pillana Garden,Tamil Nadu,13.0104535,77.6173527,neighborhood
Pillanallur,Tamil Nadu,11.4302143,78.1318167,town
Pillangudi,Tamil Nadu,10.0838946,79.1912828,village
Pillangulam,Tamil Nadu,11.5169838,78.8557037,village
Pillankuli,Tamil Nadu,10.39747,79.26999,village
Pillapalaiyam,Tamil Nadu,11.1838434,78.4225023,village
Pillapalayam,Tamil Nadu,10.937657,78.3417595,village
Pillapanaikenur,Tamil Nadu,11.42358,78.17665,village
Pillar Rock,Tamil Nadu,10.2101233,77.4656671,neighborhood
Pillarikuppam,Tamil Nadu,13.322447,79.3266723,village
Pillarikuppam,Tamil Nadu,13.0760019,79.1112004,village
Pillarikuppam,Tamil Nadu,13.1945355,79.2842999,village
Pillaripattu,Tamil Nadu,13.4523004,79.5689513,village
Pillarkalukkottai,Tamil Nadu,10.9816389,79.6156239,village
Pillavadantai,Tamil Nadu,11.0531555,79.7430074,village
Pillayar kovil colony,Tamil Nadu,11.4193868,78.2241981,village
Pillayarkulam,Tamil Nadu,11.09872,79.37712,village
Pillayarkuppam,Tamil Nadu,11.8106457,79.7792677,village
Pillayarnattam,Tamil Nadu,9.1338501,78.1259358,village
Pillayarpatti,Tamil Nadu,10.1225597,78.6692601,village
Pillenahalli,Tamil Nadu,12.8878865,76.2518496,village
Pillumadaikadu,Tamil Nadu,11.36513,77.79137,village
Pillur,Tamil Nadu,10.99232,79.63945,village
Pillur,Tamil Nadu,11.1990712,78.0223527,village
Pillur Kasba colony,Tamil Nadu,10.7039525,78.5045038,village
Pilluvalasai,Tamil Nadu,9.9498298,79.1154241,village
Pilāppūr,Tamil Nadu,12.6923211,79.9378967,village
Pimbalur,Tamil Nadu,11.4005965,78.9001725,village
Pinanchirakuzhy,Tamil Nadu,9.6411909,76.4969772,neighborhood
Pinangode,Tamil Nadu,11.6187238,76.0295278,village
Pinapeddaindlu,Tamil Nadu,13.4560988,79.3875652,village
Pindiganagara,Tamil Nadu,13.2567919,78.3057401,village
Pindimana,Tamil Nadu,10.1043344,76.6241602,neighborhood
Pindipapanahalli,Tamil Nadu,13.4002669,77.9199709,village
Pindipapanahalli,Tamil Nadu,13.2679831,78.0951214,village
Pindithāngal,Tamil Nadu,12.780749,79.3803405,village
Piney,Tamil Nadu,9.5783655,76.4929232,neighborhood
Pinnaiyur east,Tamil Nadu,10.58185,79.22799,village
Pinnaiyur west,Tamil Nadu,10.5839057,79.2206226,village
Pinnakkollai,Tamil Nadu,11.2589197,79.7647762,village
Pinnangudi,Tamil Nadu,10.4187255,78.6423683,village
Pinnankudipatti,Tamil Nadu,10.5796061,78.7006795,village
Pinnathur,Tamil Nadu,10.4672177,79.5718767,village
Pinnathāngal,Tamil Nadu,12.7516184,79.3924426,village
Pinnavasal,Tamil Nadu,10.8954716,78.8400793,village
Pinnavasal,Tamil Nadu,10.2581253,79.1605408,village
Pinnavasal,Tamil Nadu,10.67568,79.65014,village
Pinnātturai,Tamil Nadu,12.779912,78.9349222,village
Pināyūr,Tamil Nadu,12.7536693,79.8897886,village
Piousmount Junction,Tamil Nadu,9.7635188,76.7556034,town
Piraanpattu,Tamil Nadu,9.7663857,79.9761416,village
Piraavayal,Tamil Nadu,10.2802111,78.6793613,village
Pirakkiramam,Tamil Nadu,10.8674313,79.7761717,village
Piramaalankulam,Tamil Nadu,8.763449,80.2865841,village
Piramangalam,Tamil Nadu,10.9918973,78.6516166,village
Pirambuvayal,Tamil Nadu,10.0378554,78.8674486,village
Pirampatty,Tamil Nadu,10.4928335,78.7078142,village
Pirantani,Tamil Nadu,10.0523646,79.0665665,village
Piranthagam,Tamil Nadu,11.24927,78.0315243,village
Piranur,Tamil Nadu,8.9721604,77.2628962,village
Pirappanvalasai,Tamil Nadu,9.2963279,79.0426524,village
Piravanpatti,Tamil Nadu,10.2566162,77.8548717,village
Piravanthur,Tamil Nadu,9.063013,76.902723,village
Piravom,Tamil Nadu,9.8733689,76.4922683,town
Piravom Bus Stand,Tamil Nadu,9.8744923,76.4885784,bus_stop
Piravom Private Bus Stand,Tamil Nadu,9.8746447,76.4884909,bus_stop
Pirayiri,Tamil Nadu,10.7853984,76.6050025,village
Pirumenahalli,Tamil Nadu,12.9452783,76.1029376,village
Pisannathur,Tamil Nadu,10.5835452,79.0326404,village
Pisharathparamb Colony,Tamil Nadu,10.8877964,76.5080538,neighborhood
Pitchaithevanpatti,Tamil Nadu,10.584874,78.6388922,village
Pitchamangalam,Tamil Nadu,10.7019955,79.7032634,village
Pitchandikulam Forest,Tamil Nadu,11.9950813,79.8229394,neighborhood
Pitchanur,Tamil Nadu,11.2278802,79.4212,village
Pitchinikadu,Tamil Nadu,10.4213216,79.4119458,village
Pitchireddipalle,Tamil Nadu,13.2226101,79.2766575,village
Pittapalem,Tamil Nadu,13.478747,79.5482882,village
Pizhaku,Tamil Nadu,9.7957765,76.6893533,village
Pk Nallur,Tamil Nadu,11.3713418,79.154915,village
Plaamoottil Laksham Veed Colony,Tamil Nadu,9.1591635,76.6198062,neighborhood
Placheri Forest Division,Tamil Nadu,9.443206,76.9380579,neighborhood
Plachery,Tamil Nadu,9.4518922,76.7972992,village
Plackalpady,Tamil Nadu,9.5123401,76.7003303,neighborhood
Plammood,Tamil Nadu,9.032426,76.8388014,neighborhood
Plamood,Tamil Nadu,8.5139232,76.9462332,neighborhood
Plankamon,Tamil Nadu,9.3814135,76.7454872,village
Plankeezh colony,Tamil Nadu,8.7708718,76.9246336,neighborhood
Plantation Kavala,Tamil Nadu,9.8637155,76.6975005,village
Plantation Mukku,Tamil Nadu,9.1427889,76.7786968,neighborhood
Plantodu,Tamil Nadu,9.3831969,77.0497922,neighborhood
Plassanal,Tamil Nadu,9.7083881,76.7615709,village
Plassinikalam SC Colony,Tamil Nadu,10.8895576,76.3057832,neighborhood
Plavara,Tamil Nadu,8.9183186,76.581229,neighborhood
Plavinchuvadu,Tamil Nadu,10.1627204,76.7461511,neighborhood
Plavinmury,Tamil Nadu,10.2285354,76.2681148,neighborhood
Poabs Check Post,Tamil Nadu,9.5695473,77.0802159,neighborhood
Pochampalli,Tamil Nadu,12.3323455,78.3647649,village
Podakkudi,Tamil Nadu,10.7377356,79.5064315,town
Podalapalle,Tamil Nadu,13.3385864,79.3578646,village
Podangupatty,Tamil Nadu,10.5289315,78.4453439,village
Podanur,Tamil Nadu,10.9585609,76.988307,town
Podaturpet,Tamil Nadu,13.2830849,79.4836885,town
Podaturpet Bus Station,Tamil Nadu,13.2831462,79.483547,bus_stop
Podaturpet bus stand,Tamil Nadu,13.2832683,79.4836857,bus_stop
Podavur,Tamil Nadu,10.7966591,78.5682106,village
Podichenu,Tamil Nadu,12.7782295,78.5475512,village
Podimattom,Tamil Nadu,9.569805,76.8148617,village
Podiyadi,Tamil Nadu,9.3651303,76.5443164,neighborhood
Podiyalakala,Tamil Nadu,8.6544546,77.1346788,village
Poduchenu,Tamil Nadu,13.4411213,79.3637106,village
Poduchenu,Tamil Nadu,12.8186402,78.3848361,village
Poduru,Tamil Nadu,12.8074484,78.372118,village
Poduvarpatti,Tamil Nadu,10.6770346,78.4322977,village
Poes Garden,Tamil Nadu,13.0437065,80.253316,neighborhood
Pogalur,Tamil Nadu,11.2577583,77.0383894,village
Pogurupalle,Tamil Nadu,12.8440415,78.2848689,village
Poigai,Tamil Nadu,9.031492,77.3886414,village
Poigaikaraipatti,Tamil Nadu,10.0507017,78.2013756,village
Poigaipatty,Tamil Nadu,10.5566509,78.4021926,village
Poigaithirunagar,Tamil Nadu,10.5890503,78.4075784,village
Poinasi,Tamil Nadu,12.7099036,78.3336086,village
Point Pedro,Tamil Nadu,9.8241007,80.2361837,town
Pokkampalayam,Tamil Nadu,11.3472285,77.9306399,village
Pokkanviduthi south,Tamil Nadu,10.3458588,79.1956895,village
Pokkaruppu,Tamil Nadu,9.5435708,80.4840411,village
Pokkisakaranpatti,Tamil Nadu,10.4742237,78.8915133,village
Pokkode Diary Colony,Tamil Nadu,11.5329725,76.0234714,neighborhood
Pokkuppadi,Tamil Nadu,10.8000007,76.2341456,village
Pokkuvarathu Nagar,Tamil Nadu,9.8255539,78.1033623,neighborhood
Poklassery,Tamil Nadu,9.6211473,76.3082872,neighborhood
Polagudy,Tamil Nadu,10.974229,79.6333404,village
Polakala,Tamil Nadu,13.4314942,79.0169946,village
Polambakkam,Tamil Nadu,12.4271951,79.8825537,village
Polampatti,Tamil Nadu,10.512228,78.662104,village
Polanahalli,Tamil Nadu,13.2252298,77.7670061,village
Polavapalayam,Tamil Nadu,11.3531135,77.3081169,village
Polavaram,Tamil Nadu,13.370671,79.1376049,village
Polenahalli,Tamil Nadu,12.8076266,78.2174503,village
Polepalle,Tamil Nadu,13.2745673,78.6378617,village
Policode,Tamil Nadu,8.9383994,76.8499265,neighborhood
Polireddipalle,Tamil Nadu,13.4167795,79.1667956,village
Pollachi,Tamil Nadu,10.6588234,77.00873,town
Pollachi New Bus Stand,Tamil Nadu,10.6614103,77.0064003,bus_stop
